kingdom,phylum,class,order,family,subfamily,tribe,genus,subgenus,infraspecificEpithet,specificEpithet,scientificNameAuthorship,scientificNameAuthorshipYear,scientificName,continent,country,habitat,locality,county,decimalLatitude,decimalLongitude,eventTemperature,eventRelHum,eventAltitude,sampleStrata,day,month,year,materialSampleID,samplingLocationID,samplingProtocol,sampleSizeValue,samplingEffort,timePerSample,handWingIndex,birdBodyMassLog,birdDietVend,birdDietVect,birdDietFish,birdDietVunk,birdWataroundsurfForStrat,birdFruitDiet,birdInvDiet,birdNectDiet,birdPlantDiet,birdScavDiet,birdSeedDiet,birdVertDiet,birdAerialForStrat,birdNearWaterForStrat,birdCanopyForStrat,birdGroundForStrat,birdMidHiForStrat,birdUnderForStrat,birdPrefHabitat,birdHabitatScore,categoryThreatMMA,categoryThreatIUCN,birdForStrarRef
Animalia,Chordata,Aves,,Thraupidae,,,Ramphocelus,,,carbo,Pallas,1764,Ramphocelus carbo Pallas 1764,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,11,11,2019,201911111201_CN10,CN10,sound record - bird song identification by specialist,,,,17.35548231,1.413634997,0,0,0,0,0,50,50,0,0,0,0,,0,,10,0,40,50,,2,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Ramphocelus,,,carbo,Pallas,1764,Ramphocelus carbo Pallas 1764,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,13,11,2019,201911130701_CN10,CN10,sound record - bird song identification by specialist,,,,17.35548231,1.413634997,0,0,0,0,0,50,50,0,0,0,0,,0,,10,0,40,50,,2,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Ramphocelus,,,carbo,Pallas,1764,Ramphocelus carbo Pallas 1764,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,13,11,2019,201911131241_CN10,CN10,sound record - bird song identification by specialist,,,,17.35548231,1.413634997,0,0,0,0,0,50,50,0,0,0,0,,0,,10,0,40,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,7,11,2019,1895,CN01,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,8,11,2019,1896,CN01,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,9,11,2019,1897,CN01,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,7,11,2019,1898,CN03,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,8,11,2019,1899,CN03,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,7,11,2019,1900,CN05,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,8,11,2019,1901,CN05,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,9,11,2019,1902,CN05,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,,6,11,2019,1903,CN06,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,,7,11,2019,1904,CN06,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.17136,-50.35343,,,603,,8,11,2019,1905,CN07,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.17136,-50.35343,,,603,,9,11,2019,1906,CN07,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.17136,-50.35343,,,603,,9,11,2019,1907,CN07,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,8,11,2019,1908,CN09,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,8,11,2019,1909,CN10,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.161556,-50.16644,,,703,,6,11,2019,1910,CN14,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.161556,-50.16644,,,703,,7,11,2019,1911,CN14,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.161556,-50.16644,,,703,,8,11,2019,1912,CN14,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,6,11,2019,201911061151_CN3,CN03,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,8,11,2019,201911080751_CN3,CN03,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,10,11,2019,201911101021_CN3,CN03,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,12,11,2019,201911120721_CN3,CN03,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,13,11,2019,201911130701_CN3,CN03,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,,11,11,2019,201911111141_CN4,CN04,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,7,11,2019,201911070711_CN5,CN05,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,8,11,2019,201911080701_CN5,CN05,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,11,11,2019,201911110751_CN5,CN05,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,,10,11,2019,201911101611_CN5b,CN05,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.17136,-50.35343,,,603,,8,11,2019,201911080721_CN7,CN07,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.17136,-50.35343,,,603,,11,11,2019,201911110701_CN7,CN07,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,,12,11,2019,201911121551_CN9,CN09,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,7,11,2019,201911071211_CN10,CN10,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,8,11,2019,201911080751_CN10,CN10,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Tyrannidae,,,Rhytipterna,,,simplex,Lichtenstein,1823,Rhytipterna simplex Lichtenstein 1823,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.161556,-50.16644,,,703,,8,11,2019,201911080701_CN14,CN14,sound record - bird song identification by specialist,,,,16.72528528,1.50242712,0,0,0,0,0,20,80,0,0,0,0,,0,,0,0,50,50,,2,LC,LC,
Animalia,Chordata,Aves,,Rallidae,,,Rufirallus,,,viridis,Muller,1776,Rufirallus viridis Muller 1776,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,7,11,2019,201911070741_CN10,CN10,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Aves,,Rallidae,,,Rufirallus,,,viridis,Muller,1776,Rufirallus viridis Muller 1776,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,9,11,2019,201911091421_CN10,CN10,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Aves,,Rallidae,,,Rufirallus,,,viridis,Muller,1776,Rufirallus viridis Muller 1776,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,10,11,2019,201911100701_CN10,CN10,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Aves,,Rallidae,,,Rufirallus,,,viridis,Muller,1776,Rufirallus viridis Muller 1776,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,10,11,2019,201911100701_CN10,CN10,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Aves,,Rallidae,,,Rufirallus,,,viridis,Muller,1776,Rufirallus viridis Muller 1776,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,10,11,2019,201911100701_CN10,CN10,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Aves,,Rallidae,,,Rufirallus,,,viridis,Muller,1776,Rufirallus viridis Muller 1776,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,12,11,2019,201911121051_CN10,CN10,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Aves,,Rallidae,,,Rufirallus,,,viridis,Muller,1776,Rufirallus viridis Muller 1776,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,12,11,2019,201911121051_CN10,CN10,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Aves,,Rallidae,,,Rufirallus,,,viridis,Muller,1776,Rufirallus viridis Muller 1776,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,12,11,2019,201911121051_CN10,CN10,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Aves,,Rallidae,,,Rufirallus,,,viridis,Muller,1776,Rufirallus viridis Muller 1776,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,13,11,2019,201911130701_CN10,CN10,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Aves,,Rallidae,,,Rufirallus,,,viridis,Muller,1776,Rufirallus viridis Muller 1776,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,13,11,2019,201911131201_CN10,CN10,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Aves,,Rallidae,,,Rufirallus,,,viridis,Muller,1776,Rufirallus viridis Muller 1776,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,,6,11,2019,201911061631_CN10b,CN10,sound record - bird song identification by specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,7,11,2019,1913,CN01,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,7,11,2019,1914,CN01,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,7,11,2019,1915,CN01,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,7,11,2019,1916,CN01,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,7,11,2019,1917,CN01,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,7,11,2019,1918,CN01,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,8,11,2019,1919,CN01,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,8,11,2019,1920,CN01,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,,9,11,2019,1921,CN01,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,8,11,2019,1922,CN02,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,8,11,2019,1923,CN02,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,6,11,2019,1924,CN02,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,680,,6,11,2019,1925,CN02,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,7,11,2019,1926,CN03,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,7,11,2019,1927,CN03,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,8,11,2019,1928,CN03,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,8,11,2019,1929,CN03,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,9,11,2019,1930,CN03,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
Animalia,Chordata,Aves,,Thraupidae,,,Saltator,,,grossus,Linnaeus,1766,Saltator grossus Linnaeus 1766,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.173898,-50.37792,,,692,,9,11,2019,1931,CN03,sound record - bird song identification by specialist,,,,19.98858212,1.645422269,0,0,0,0,0,30,60,10,0,0,0,,0,,80,0,20,0,,1,LC,LC,
