materialSampleID_bee,samplingLocationID,decimalLatitude,decimalLongitude,samplingProtocol,TypeofInteraction,SamplingTime,EventTime,Day,Month,Year,Kingdom_bee,Phylum_bee,Class_bee,Order_bee,Family_bee,Genus_bee,Subgenus_bee,SpecificEpithet _bee,scientificNameAuthorship_bee,scientificNameAuthorshipYear_bee,scientificName_bee,materialSampleID_plant,Kingdom_plant,Phylum_plant,Class_plant,Order_plant,Family_plant,Genus_plant,SpecificEpithet _plant,scientificNameAuthorship_plant,scientificNameAuthorshipYear_plant,scientificName_plant
CN-1347,CN11,-6.14236,-50.174049,Active_net_collecting,visiting,1,12amUTC,16,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,recursa,Smith,1863,Trigona recursa Smith 1863,pp285,Plantae,Magnoliophyta,Embryopsida,,Asteraceae,Elephantopus,cf. mollis,,,Elephantopus cf. mollis 
CN-1253,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,truculenta,Almeida,1984,Trigona truculenta Almeida 1984,pp293,Plantae,Magnoliophyta,Embryopsida,,Sapindaceae,Serjania,confertiflora,Radlk.,,Serjania confertiflora Radlk.
CN-677,CN02,-6.173898,-50.377923,Active_net_collecting,visiting,1,12amUTC,31,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp84,Plantae,Magnoliophyta,Embryopsida,,Oxalidaceae,Oxalis,barrelieri,L.,,Oxalis barrelieri L.
CN-273,CN03,-6.148752,-50.42119,Active_net_collecting,visiting,1,11amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp29,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-1576,CN03,-6.148752,-50.42119,Active_net_collecting,visiting,1,11amUTC,11,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp165,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,suaveolens,(L.) Kuntze,,Mesosphaerum suaveolens (L.) Kuntze
CN-1183,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,11amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp221,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-1184,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,11amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp221,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-380,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,12amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp38,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,verticillata,(L.) G.Mey.,,Borreria verticillata (L.) G.Mey.
CN-265,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,11amUTC,25,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp42,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Chamaecrista,nictitans subsp. patellaria,(DC. ex Collad.) H.S.Irwin & Barneby,,Chamaecrista nictitans subsp. patellaria (DC. ex Collad.) H.S.Irwin & Barneby
CN-1187,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,11amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp222,Plantae,Magnoliophyta,Embryopsida,,Solanaceae,Solanum,schlechtendalianum,Walp.,,Solanum schlechtendalianum Walp.
CN-1189,CN05,-6.137579,-50.452847,Active_net_collecting,visiting,1,11amUTC,15,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp218,Plantae,Magnoliophyta,Embryopsida,,Verbenaceae,Stachytarpheta,cayennensis,(Rich.) Vahl,,Stachytarpheta cayennensis (Rich.) Vahl
CN-207,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp73,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Chamaecrista,nictitans subsp. patellaria,(DC. ex Collad.) H.S.Irwin & Barneby,,Chamaecrista nictitans subsp. patellaria (DC. ex Collad.) H.S.Irwin & Barneby
CN-212,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp72,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,suaveolens,(L.) Kuntze,,Mesosphaerum suaveolens (L.) Kuntze
CN-213,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp72,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,suaveolens,(L.) Kuntze,,Mesosphaerum suaveolens (L.) Kuntze
CN-153,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp66,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,suaveolens,(L.) Kuntze,,Mesosphaerum suaveolens (L.) Kuntze
CN-154,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,12amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp66,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,suaveolens,(L.) Kuntze,,Mesosphaerum suaveolens (L.) Kuntze
CN-195,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp22,Plantae,Magnoliophyta,Embryopsida,,Turneraceae,Turnera,laciniata,Arbo,,Turnera laciniata Arbo
CN-196,CN06,-6.171656,-50.352591,Active_net_collecting,visiting,1,11amUTC,30,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp22,Plantae,Magnoliophyta,Embryopsida,,Turneraceae,Turnera,laciniata,Arbo,,Turnera laciniata Arbo
CN-1433,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,12amUTC,19,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp308,Plantae,Magnoliophyta,Embryopsida,,Oxalidaceae,Oxalis,barrelieri,L.,,Oxalis barrelieri L.
CN-1676,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,11amUTC,22,8,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,UCR91,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Marsypianthes,chamaedrys,(Vahl) Kuntze,,Marsypianthes chamaedrys (Vahl) Kuntze
CN-1061,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,11amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp265,Plantae,Magnoliophyta,Embryopsida,,Lamiaceae,Mesosphaerum,suaveolens,(L.) Kuntze,,Mesosphaerum suaveolens (L.) Kuntze
CN-83,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,29,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp57,Plantae,Magnoliophyta,Embryopsida,,Oxalidaceae,Oxalis,barrelieri,L.,,Oxalis barrelieri L.
CN-81,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,29,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp58,Plantae,Magnoliophyta,Embryopsida,,Polygalaceae,Polygala,paniculata,L.,,Polygala paniculata L.
CN-68,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,29,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp51,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Senna,quinquangulata,(Rich.) H.S.Irwin & Barneby,,Senna quinquangulata (Rich.) H.S.Irwin & Barneby
CN-189,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,26,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp18,Plantae,Magnoliophyta,Embryopsida,,Turneraceae,Turnera,laciniata,Arbo,,Turnera laciniata Arbo
CN-190,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,11amUTC,26,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp18,Plantae,Magnoliophyta,Embryopsida,,Turneraceae,Turnera,laciniata,Arbo,,Turnera laciniata Arbo
CN-290,CN10,-6.284544,-50.336224,Active_net_collecting,visiting,1,12amUTC,26,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp28,Plantae,Magnoliophyta,Embryopsida,,Turneraceae,Turnera,laciniata,Arbo,,Turnera laciniata Arbo
CN-463,CN11,-6.14236,-50.174049,Active_net_collecting,visiting,1,11amUTC,3,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp132,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-1298,CN11,-6.14236,-50.174049,Active_net_collecting,visiting,1,11amUTC,16,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp273,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-1299,CN11,-6.14236,-50.174049,Active_net_collecting,visiting,1,11amUTC,16,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp273,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-1346,CN11,-6.14236,-50.174049,Active_net_collecting,visiting,1,12amUTC,16,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp284,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-461,CN11,-6.14236,-50.174049,Active_net_collecting,visiting,1,11amUTC,3,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp130,Plantae,Magnoliophyta,Embryopsida,,Acanthaceae,Justicia,mcdadeana,"A.S. Reis, A. Gil & Kameyama",,"Justicia mcdadeana A.S. Reis, A. Gil & Kameyama"
CN-462,CN11,-6.14236,-50.174049,Active_net_collecting,visiting,1,11amUTC,3,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp130,Plantae,Magnoliophyta,Embryopsida,,Acanthaceae,Justicia,mcdadeana,"A.S. Reis, A. Gil & Kameyama",,"Justicia mcdadeana A.S. Reis, A. Gil & Kameyama"
CN-649,CN12,-6.14236,-50.174049,Active_net_collecting,visiting,1,11amUTC,3,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp123,Plantae,Magnoliophyta,Embryopsida,,Acanthaceae,Justicia,mcdadeana,"A.S. Reis, A. Gil & Kameyama",,"Justicia mcdadeana A.S. Reis, A. Gil & Kameyama"
CN-575,CN12,-6.14236,-50.174049,Active_net_collecting,visiting,1,12amUTC,3,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Trigona,,williana,Friese,1900,Trigona williana Friese 1900,pp120,Plantae,Magnoliophyta,Embryopsida,,Acanthaceae,Justicia,mcdadeana,"A.S. Reis, A. Gil & Kameyama",,"Justicia mcdadeana A.S. Reis, A. Gil & Kameyama"
CN-607,CN07,-6.20235,-50.343878,Active_net_collecting,visiting,1,11amUTC,1,4,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Halictidae,Xenochlora,,nigrofemorata,Smith,1879,Xenochlora nigrofemorata Smith 1879,pp112,Plantae,Magnoliophyta,Embryopsida,,Rubiaceae,Borreria,ocymifolia,(Roem. & Schult.) Bacigalupo & E.L.Cabral,,Borreria ocymifolia (Roem. & Schult.) Bacigalupo & E.L.Cabral
CN-34,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,11amUTC,29,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Megaxylocopa,frontalis,Olivier,1789,Xylocopa frontalis Olivier 1789,pp51,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Senna,quinquangulata,(Rich.) H.S.Irwin & Barneby,,Senna quinquangulata (Rich.) H.S.Irwin & Barneby
CN-35,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,11amUTC,29,3,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,Megaxylocopa,frontalis,Olivier,1789,Xylocopa frontalis Olivier 1789,pp51,Plantae,Magnoliophyta,Embryopsida,,Fabaceae,Senna,quinquangulata,(Rich.) H.S.Irwin & Barneby,,Senna quinquangulata (Rich.) H.S.Irwin & Barneby
CN-1085,CN09,-6.244426,-50.315309,Active_net_collecting,visiting,1,12amUTC,17,5,2022,Animalia, Arthropoda,Insecta,Hymenoptera,Apidae,Xylocopa,,sp.,,,Xylocopa sp.  ,pp260,Plantae,Magnoliophyta,Embryopsida,,Combretaceae,Combretum,laxum,Jacq.,,Combretum laxum Jacq.
