kingdom,phylum,class,order,family,subfamily,tribe,genus,subgenus,infraspecificEpithet,specificEpithet,scientificNameAuthorship,scientificNameAuthorshipYear,scientificName,continent,country,habitat,locality,county,decimalLatitude,decimalLongitude,eventTemperature,eventRelHum,eventAltitude,sampleStrata,day,month,year,materialSampleID,samplingLocationID,samplingProtocol,sampleSizeValue,samplingEffort,timePerSample,butflyHostFamily,butflyHostGenera,butflyHostRef,butflyBlemishWing,butflyBodySize,butflyCamouflage,butflyEyeSize,butflyForeWingLength,butflyForeWingWidth,butflyHindWingLength,butflyHindWingWidth,butflyIridescence,butflyProboscisLength,categoryThreatMMA,categoryThreatIUCN
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Catonephele,,,numilia,Cramer,1775,Catonephele numilia Cramer 1775,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.161556,-50.16644,,,703,canopy,8,11,2019,ITV23144,CN14,attractive bait,,,,3,5,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",0,18.65,1,1.98,35.66,21.47,25.49,23.33,0,14.26,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Chloreuptychia,,,herseis,Godart,1824,Chloreuptychia herseis Godart 1824,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.174531,-50.37667,,,608,understory,30,3,2022,ITV44028,CN02,attractive bait,,,,1,3,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,11.69,1,1.03,19.43,11.2,15.66,13.47,0,4.37,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Chloreuptychia,,,herseis,Godart,1824,Chloreuptychia herseis Godart 1824,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,understory,27,3,2022,ITV44037,CN04,attractive bait,,,,1,3,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,11.49,1,1.03,21.35,11.23,14.96,14.82,0,4.83,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Chloreuptychia,,,herseis,Godart,1824,Chloreuptychia herseis Godart 1824,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.145874,-50.43998,,,670,understory,27,3,2022,ITV44038,CN05,attractive bait,,,,1,3,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,10.27,1,1.06,21.62,12.24,15.59,14.75,0,4.8,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Chloreuptychia,,,herseis,Godart,1824,Chloreuptychia herseis Godart 1824,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,understory,27,3,2022,ITV44039,CN06,attractive bait,,,,1,3,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,13.31,1,1.01,23.51,11.67,16.1,15.49,0,3.5,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Chloreuptychia,,,hewitsonii,A. Butler,1867,Chloreuptychia hewitsonii A. Butler 1867,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,understory,9,11,2019,ITV23153,CN04,attractive bait,,,,1,3,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,9,1,1.45,21.05,11.13,14.97,13.13,0,12.29,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Cissia,,,myncea,Cramer,1780,Cissia myncea Cramer 1780,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.284544,-50.33622,,,694,understory,16,5,2022,ITV44077,CN12,attractive bait,,,,2,8,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,13.54,1,1.82,23.79,15.88,16.59,18.01,0,4.42,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Nymphalinae,,Colobura,,,dirce,Linnaeus,1820,Colobura dirce Linnaeus 1820,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.175786,-50.40909,,,705,canopy,11,11,2019,ITV23135,CN01,attractive bait,,,,5,6,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",0,19.01,1,2.29,29.6,19.82,21.37,20.41,0,15.43,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Eryphanis,,,automedon,Cramer,1775,Eryphanis automedon Cramer 1775,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.161556,-50.16644,,,703,understory,16,5,2022,ITV44084,CN14,attractive bait,,,,5,11,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,21.48,1,3.47,56.83,37.98,47.2,52.97,0,17.29,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Charaxinae,,Fountainea,,,ryphea,Cramer,1775,Fountainea ryphea Cramer 1775,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.148752,-50.42119,,,662,canopy,11,11,2019,ITV23131,CN04,attractive bait,,,,2,2,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",0,15.63,1,2.44,27.2,20.38,18.98,22.61,0,8.33,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Charaxinae,,Fountainea,,,ryphea,Cramer,1775,Fountainea ryphea Cramer 1775,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.161556,-50.16644,,,703,canopy,16,5,2022,ITV44068,CN14,attractive bait,,,,2,2,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",0,13.95,1,2.06,20.03,21.14,21.8,23.26,0,8.65,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,arinome,Lucas,1853,Hamadryas arinome Lucas 1853,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,13,11,2019,ITV23140,CN10,attractive bait,,,,1,1,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",0,20.2,1,1.99,35.85,23.65,26.52,23.21,0,14.79,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,chloe,Stoll,1787,Hamadryas chloe Stoll 1787,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,9,11,2019,ITV23057,CN10,attractive bait,,,,4,6,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,13.31,1,1.8,28.13,17.31,22.47,19.95,0,9.79,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,chloe,Stoll,1787,Hamadryas chloe Stoll 1787,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,13,11,2019,ITV23080,CN10,attractive bait,,,,4,6,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,14.05,1,1.79,24.25,14.42,19.9,17.28,0,9.71,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,chloe,Stoll,1787,Hamadryas chloe Stoll 1787,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,11,11,2019,ITV23088,CN10,attractive bait,,,,4,6,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,10.45,1,1.63,24.08,13.84,18.79,16.36,0,6.63,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,chloe,Stoll,1787,Hamadryas chloe Stoll 1787,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,9,11,2019,ITV23143,CN10,attractive bait,,,,4,6,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,13.83,1,1.97,26.54,16.09,18.55,18.57,0,10.79,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,chloe,Stoll,1787,Hamadryas chloe Stoll 1787,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,9,11,2019,ITV23149,CN10,attractive bait,,,,4,6,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,15.87,1,1.87,26.82,15.36,19.13,18.89,0,9.96,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,februa,Hubner,1823,Hamadryas februa Hubner 1823,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,11,11,2019,CN10090,CN10,attractive bait,,,,2,3,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,18.59,1,2.24,34.74,22.17,25.58,25.25,0,11.07,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,iphthime,Bates,1864,Hamadryas iphthime Bates 1864,South America,Brazil,Open Ombrophylous Forest,Carajás,Parauapebas,-6.137579,-50.45285,,,412,canopy,8,11,2019,ITV23111,CN06,attractive bait,,,,1,1,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,17.94,1,2.22,35.56,20.23,24.11,20.36,0,15.15,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,iphthime,Bates,1864,Hamadryas iphthime Bates 1864,South America,Brazil,Evergreen Seasonal Forest,Carajás,Parauapebas,-6.20235,-50.34388,,,384,understory,13,11,2019,ITV23066,CN09,attractive bait,,,,1,1,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,17.72,1,2.06,34.48,19.91,24.22,22.53,0,18.86,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,iphthime,Bates,1864,Hamadryas iphthime Bates 1864,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,11,11,2019,ITV23085,CN10,attractive bait,,,,1,1,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,14.92,1,1.85,30.35,16.48,21.22,19.85,0,10.58,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,iphthime,Bates,1864,Hamadryas iphthime Bates 1864,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,13,11,2019,ITV23090,CN10,attractive bait,,,,1,1,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,19.32,1,2.07,31.58,18.22,20.41,22.83,0,13.84,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,iphthime,Bates,1864,Hamadryas iphthime Bates 1864,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,13,11,2019,ITV23095,CN10,attractive bait,,,,1,1,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,16.08,1,2.13,33.13,18.54,22.59,21.4,0,14.09,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,iphthime,Bates,1864,Hamadryas iphthime Bates 1864,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,9,11,2019,ITV23106,CN10,attractive bait,,,,1,1,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,16.4,1,2.12,34.38,19.79,22.43,21.59,0,14.63,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,iphthime,Bates,1864,Hamadryas iphthime Bates 1864,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,13,11,2019,ITV23107,CN10,attractive bait,,,,1,1,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,18.79,1,2.14,30.87,18.52,22.95,21.94,0,13.35,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,iphthime,Bates,1864,Hamadryas iphthime Bates 1864,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,9,11,2019,ITV23139,CN10,attractive bait,,,,1,1,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,17.48,1,2.1,31.71,18.83,23.41,22.83,0,13.32,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,iphthime,Bates,1864,Hamadryas iphthime Bates 1864,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,13,11,2019,ITV23151,CN10,attractive bait,,,,1,1,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,15.37,1,1.96,29.76,17.09,20.64,20.78,0,12.43,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Biblidinae,,Hamadryas,,,iphthime,Bates,1864,Hamadryas iphthime Bates 1864,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,13,11,2019,ITV23158,CN10,attractive bait,,,,1,1,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,16.12,1,2.07,33.54,18.92,24.07,21.38,0,14,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Hermeuptychia,,,fallax,Felder & Felder,1862,Hermeuptychia fallax Felder & Felder 1862,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,understory,29,3,2022,ITV44020,CN10,attractive bait,,,,2,2,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,8.68,1,1.39,16.23,11.52,10.27,10.5,0,2.15,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Hermeuptychia,,,hermes,Fabricius,1775,Hermeuptychia hermes Fabricius 1775,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,1,4,2022,-,CN10,attractive bait,,,,2,12,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",,,,,,,,,,,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Hermeuptychia,,,hermes,Fabricius,1775,Hermeuptychia hermes Fabricius 1775,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,1,4,2022,-,CN10,attractive bait,,,,2,12,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",,,,,,,,,,,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Hermeuptychia,,,hermes,Fabricius,1775,Hermeuptychia hermes Fabricius 1775,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,1,4,2022,-,CN10,attractive bait,,,,2,12,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",,,,,,,,,,,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Hermeuptychia,,,hermes,Fabricius,1775,Hermeuptychia hermes Fabricius 1775,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,30,3,2022,ITV44029,CN10,attractive bait,,,,2,12,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,7.42,1,0.94,13.3,9.1,9.9,10.01,0,2.78,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Hermeuptychia,,,hermes,Fabricius,1775,Hermeuptychia hermes Fabricius 1775,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,30,3,2022,ITV44030,CN10,attractive bait,,,,2,12,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,8.69,1,1.08,14.98,8.92,11.42,11.38,0,3.29,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Hermeuptychia,,,hermes,Fabricius,1775,Hermeuptychia hermes Fabricius 1775,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,1,4,2022,ITV44056,CN10,attractive bait,,,,2,12,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,6.4,1,0.96,12.97,8.85,10.72,10.8,0,1.39,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Hermeuptychia,,,hermes,Fabricius,1775,Hermeuptychia hermes Fabricius 1775,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,1,4,2022,ITV44058,CN10,attractive bait,,,,2,12,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,8.2,1,1.1,16.79,10.93,13.65,12.49,0,2.31,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Hermeuptychia,,,hermes,Fabricius,1775,Hermeuptychia hermes Fabricius 1775,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,1,4,2022,ITV44060,CN10,attractive bait,,,,2,12,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,9.61,1,1.07,15.42,9.48,11.26,11.78,0,2.84,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Hermeuptychia,,,hermes,Fabricius,1775,Hermeuptychia hermes Fabricius 1775,South America,Brazil,Deciduous Forest,Carajás,Canaã dos Carajás,-6.215823,-50.31776,,,625,canopy,1,4,2022,ITV44062,CN10,attractive bait,,,,2,12,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,9.98,1,1.02,17.32,9.66,12.48,12.14,0,3.31,NE,NE
Animalia,Arthropoda,Insecta,Lepidoptera,Nymphalidae,Satyrinae,,Hermeuptychia,,,hermes,Fabricius,1775,Hermeuptychia hermes Fabricius 1775,South America,Brazil,Forest associated with ferruginous mountains,Carajás,Parauapebas,-6.14236,-50.17405,,,710,understory,14,5,2022,ITV44059,CN13,attractive bait,,,,2,12,"Beccaloni, G.W., Hall, S.K., Viloria, A.L. & Robinson, G.S. (2007) Host-plants of the Neotropical Butterflies: A Catalogue / Catálogo de las Plantas Huésped de las Mariposas Neotropicales. S.E.A., RIBES-CYTED, The Natural History Museum & Instituto Venezolano de Investigaciones Científicas",1,9.49,1,0.97,14.8,9.98,12.61,12.28,0,2.37,NE,NE
